,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.379809400008526,12.379809400008526,2.429995220154524e-05,space,0.3183322000550106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.211521100020036,20.211521100020036,0.005851000023540109,20.211521100020036,3,3,[-0.047453703703703706],[-0.047453703703703706],[1],[0],[0],[1.380985800002236],None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.59523099998478,21.59523099998478,23.59497089998331,24.095336299971677,24.095336299971677,24.095336299971677,square_15,24.745851700019557,24.745851700019557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.59497089998331,23.59497089998331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.745851700019557,25.24646130000474,25.24646130000474,25.24646130000474,square_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,25.912985600007232,0.01583369995933026,[0.2511574074074074],[-0.22453703703703703],[1],[0],[0],[0.9342846000217833],['square_15'],26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,26.845845200004987,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
1,0,1,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,27.046134900010657,0.005383799958508462,[-0.24189814814814814],[0.0625],[1],[0],[0],[0.24351320002460852],['square_4'],27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.295777699968312,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,27.511638699972536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.511638699972536,27.511638699972536,0.005102900031488389,27.511638699972536,2,2,[-0.22453703703703703],[0.03356481481481482],[1],[0],[0],[0.6382867000065744],None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.144543199974578,28.144543199974578,30.14437579998048,30.6441191000049,30.6441191000049,30.6441191000049,square_5,31.29376929998398,31.29376929998398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14437579998048,30.14437579998048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.29376929998398,31.794157499971334,31.794157499971334,31.794157499971334,square_7,32.44391709996853,32.44391709996853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44391709996853,32.9442199000041,32.9442199000041,32.9442199000041,square_8,33.59469639998861,33.59469639998861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,33.59469639998861,0.013635299925226718,[-0.06018518518518518],[0.024305555555555556],[1],[0],[0],[0.3673013000516221],['square_5'],33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,33.97750320000341,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,34.1771705999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718296,001,2023-01-31_18h51.19.451,SymmetrySpan,2022.2.5,60.08474352402507,
